,comment,Labeling,clean_text
455,interiorny,netral,interiorny
456,Kalau kerenmungkin bisa jd list selanjutnya. Asal g lebih mahal dr mobil china,positif,kalau kerenmungkin bisa jd list selanjutnya asal g lebih mahal dr mobil china
457,Ntar kalau laku harga nya dinaikin sales nya sendri 🤣,negatif,ntar kalau laku harga nya dinaikin sales nya sendri 
458,"Terjangkau sepertinya tapi hanya kalau dibandingkan IONIQ bang.... Tapi saya yakin harganya bakalan di atas 400 juta kalau udah dijual di Indonesia.. kemungkinan besar head to head sama mocin EV-nya Cherry yaitu Omoda EV.. 😅 tapi setidaknya ada kemungkinan masuk ke level pembeli yang ""takut atau ragu beli EV china tapi budget gak sampe beli merek korea"" 😅😁😁🙏",positif,terjangkau sepertinya tapi hanya kalau dibandingkan ioniq bang tapi saya yakin harganya bakalan di atas 400 juta kalau udah dijual di indonesia kemungkinan besar head to head sama mocin evnya cherry yaitu omoda ev  tapi setidaknya ada kemungkinan masuk ke level pembeli yang takut atau ragu beli ev china tapi budget gak sampe beli merek korea 
459,brand jepang tapi ttap build quality beti dengan china,negatif,brand jepang tapi ttap build quality beti dengan china
460,"ah males, klo cuman 2 baris doang.. enakan 3 baris kyk BYD M6",negatif,ah males klo cuman 2 baris doang enakan 3 baris kyk byd m6
461,"Cirikhas Carmudi Indonesia, kalau bikinm judul konten provokatif......",negatif,cirikhas carmudi indonesia kalau bikinm judul konten provokatif
462,masuk indonesia kah?,netral,masuk indonesia kah
463,"suzuki baru kemarin dijepang, update mesin dengan thermal efficiecy 40% ditambah 48V murni (bukan 12v to 48v alias MHEV), hybrid , dan juga BEV platform.
honda itu yang agak aneh emang strateginya yah bakal gini2 aja kalo CEOnya tetap karena terlalu ""main aman""",negatif,suzuki baru kemarin dijepang update mesin dengan thermal efficiecy 40 ditambah 48v murni bukan 12v to 48v alias mhev hybrid  dan juga bev platformhonda itu yang agak aneh emang strateginya yah bakal gini2 aja kalo ceonya tetap karena terlalu main aman
464,"kan ada kata2, lebih baik terlambat dari pada tidak sama sekali.",positif,kan ada kata2 lebih baik terlambat dari pada tidak sama sekali
465,"​ @seogabonotjah6555  Iyalah main aman, mana ada pabrikkan tolol berani bakar uang melihat kondisi negaranya ga baik-baik aja, yen anjlok, dan angka populasi yang menurun disana, mempengaruhi jumlah sdm berkualitas dijepang semakin menipis, kalo misalkan Jepang masih sama sekarang kaya diera 60-70an... dan negara kaya sumber daya alam/sdm mungkin Jepang bisa sangat mudah membalas china, tapi nyatanya sekarang kondisinya udah berubah mau ga mau perusahaan jepang hanya bisa bertahan ditengah krisis melanda dinegaranya...",negatif,seogabonotjah6555 iyalah main aman mana ada pabrikkan tolol berani bakar uang melihat kondisi negaranya ga baikbaik aja yen anjlok dan angka populasi yang menurun disana mempengaruhi jumlah sdm berkualitas dijepang semakin menipis kalo misalkan jepang masih sama sekarang kaya diera 6070an dan negara kaya sumber daya alamsdm mungkin jepang bisa sangat mudah membalas china tapi nyatanya sekarang kondisinya udah berubah mau ga mau perusahaan jepang hanya bisa bertahan ditengah krisis melanda dinegaranya
466,"Jepang ragu, mobil ev diramalkan tidak akan bertahan lama karena sudah mulai ada mobil hidrogen yg lebih efisien dan BBM melimpah.",negatif,jepang ragu mobil ev diramalkan tidak akan bertahan lama karena sudah mulai ada mobil hidrogen yg lebih efisien dan bbm melimpah
467,palingan 1Man,netral,palingan 1man
468,Ternyata masih konsep,negatif,ternyata masih konsep
469,Konsap konsep konsap konsep... kalo masih bikinan prindavan siap² gk laku lagi dan lagi... versi konsep dan versi rilis sering kali beda 180° kalo prindavan yg bikin😂😂😂😂😂😂😂,negatif,konsap konsep konsap konsep kalo masih bikinan prindavan siap gk laku lagi dan lagi versi konsep dan versi rilis sering kali beda 180 kalo prindavan yg bikin
470,"Produk china semakin kesini semakin baik, kualitas top harga bersahabat.",positif,produk china semakin kesini semakin baik kualitas top harga bersahabat
471,Tumben suzuki desainnya bagus..yahh walaupun masih konsep.,positif,tumben suzuki desainnya bagusyahh walaupun masih konsep
472,"8:28 ""Terjangkau bagi standar brand Jepang"" 🗿",positif,828 terjangkau bagi standar brand jepang 
473,"mestinya pakai transmisi at 4 speed supaya mesin lebih kecil, baterai lebih ringan, jarak tempuh tetap jauh.",positif,mestinya pakai transmisi at 4 speed supaya mesin lebih kecil baterai lebih ringan jarak tempuh tetap jauh
474,Mending keluarin Suzuki Fronx,positif,mending keluarin suzuki fronx
475,"lah itu layar dashboardnya aja nutupin kaca depan, mmg sih masih konsep",negatif,lah itu layar dashboardnya aja nutupin kaca depan mmg sih masih konsep
476,Ignis cros🎉,positif,ignis cros
477,Ini beberapa harga om? 1:38,netral,ini beberapa harga om 138
478,"Kelamaan, mobil Tiongkok udah banjir di sini, ini masih konsep2 aja. Padahal Toyota udah mulai produksi dari kemarin2",negatif,kelamaan mobil tiongkok udah banjir di sini ini masih konsep2 aja padahal toyota udah mulai produksi dari kemarin2
479,Bukan mpv ya.. mn bisa lawan m6 byd😂,negatif,bukan mpv ya mn bisa lawan m6 byd
480,"Pesan pertama buat SUZUKI, kalau memang mobil ini mau di jual di Indonesia, siapkan atau tersediakan spare partnya! Jangan kayak Hybridnya, beli Aki buat Hybrid aja perlu indent 2 - 3 bulan buset deh!",negatif,pesan pertama buat suzuki kalau memang mobil ini mau di jual di indonesia siapkan atau tersediakan spare partnya jangan kayak hybridnya beli aki buat hybrid aja perlu indent 2  3 bulan buset deh
481,04:29 susah banget buka pintunya,negatif,0429 susah banget buka pintunya
482,Yang pasti selama infrastruktur dan ekosistem ev di Indonesia belum berkembang belum menarik untuk menggunakan ev sebagai daily driver kecuali buat mereka yang fomo dan punya duit lebih,positif,yang pasti selama infrastruktur dan ekosistem ev di indonesia belum berkembang belum menarik untuk menggunakan ev sebagai daily driver kecuali buat mereka yang fomo dan punya duit lebih
483,"langsung ke 7 seater aja.. ev tembus 600km tapi harga di 350-450jt, dijamin laris krn bisa dipakai mudik.",positif,langsung ke 7 seater aja ev tembus 600km tapi harga di 350450jt dijamin laris krn bisa dipakai mudik
484,"Iterior boleh berubah tapi eksterior jangan. EVX sudah lumayan dapat perhatian karena designnya cukup menarik. Masalah harga, silahkan komparasi dengan mobil produk China yang setera.",positif,iterior boleh berubah tapi eksterior jangan evx sudah lumayan dapat perhatian karena designnya cukup menarik masalah harga silahkan komparasi dengan mobil produk china yang setera
485,"Toyota aja gagal di EV, apalagi pabrikan kecil macam Suzuki. Dulu model Suzuki itu bagus, sempat punya Swift juga. Brand new di tahun 2006. Desain Eropa. Swift yang sekarang, astaga. My next EV will be Chinese Inshallah. BYD Seal.",negatif,toyota aja gagal di ev apalagi pabrikan kecil macam suzuki dulu model suzuki itu bagus sempat punya swift juga brand new di tahun 2006 desain eropa swift yang sekarang astaga my next ev will be chinese inshallah byd seal
486,bused bantai ?? kata2nya min walah,netral,bused bantai  kata2nya min walah
487,"Nanya sendiri, jawab sendiri bang 😢",netral,nanya sendiri jawab sendiri bang 
488, @AANJAY_  anjaaayyyyyy terus gimana dong takut di hujat,netral,aanjay anjaaayyyyyy terus gimana dong takut di hujat
489,nanti sampai kampung repot nge charge dimana,negatif,nanti sampai kampung repot nge charge dimana
490,Byd m6,netral,byd m6
491,orang2 uda pada jualan dia masi bikin konsep...definisi ketinggalan yang sesungguhnya:face-blue-smiling:,negatif,orang2 uda pada jualan dia masi bikin konsepdefinisi ketinggalan yang sesungguhnyafacebluesmiling
492,"brand jepang terlalu banyak concept yang hanya jadi arena pameran, ujung-ujungnya  gak akan dijual di indo. adapun dijual di indo pasti banyak disunat terkait fitur dan bahannya. resiko pasar indo dianak tirikan, giliran brand china masuk dan brand korea mulai berbenah baik akhirnya brand jepang mulai kelimpungan.",negatif,brand jepang terlalu banyak concept yang hanya jadi arena pameran ujungujungnya  gak akan dijual di indo adapun dijual di indo pasti banyak disunat terkait fitur dan bahannya resiko pasar indo dianak tirikan giliran brand china masuk dan brand korea mulai berbenah baik akhirnya brand jepang mulai kelimpungan
493,konsepnya suzuki ama kenyataannya bedanya ya bisa dilihat sendiri lah dari produk2 sebelumnya..,negatif,konsepnya suzuki ama kenyataannya bedanya ya bisa dilihat sendiri lah dari produk2 sebelumnya
494,Bocoran dari lampunya aja dari keliatan aneh,negatif,bocoran dari lampunya aja dari keliatan aneh
495,Yakin banget versi mass produknya pasti jauh dari konsep 😂😂😂,negatif,yakin banget versi mass produknya pasti jauh dari konsep 
496,"Kenapa ga langsung pamerin yang versi Mass Pro nya aja, penggemar suzuki kayak nya emang sudah menunggu produk suzuki yang beda dari versi yang dijual sekarang, seperti ertiga xl 7 grand vitara dengan mesin yang sama.",positif,kenapa ga langsung pamerin yang versi mass pro nya aja penggemar suzuki kayak nya emang sudah menunggu produk suzuki yang beda dari versi yang dijual sekarang seperti ertiga xl 7 grand vitara dengan mesin yang sama
497,"Ya hargai lah, meski concept india.. semoga enggak jad ekspresoo wkwkwkw",positif,ya hargai lah meski concept india semoga enggak jad ekspresoo wkwkwkw
498,Maruti ya yang bikin? tapi kalo liat bentuk konsepnya sih lumayan,positif,maruti ya yang bikin tapi kalo liat bentuk konsepnya sih lumayan
499,Kecil ?,netral,kecil 
500," @ANTI_LGBTQ_5  Yup, Mazda, Suzuki, dan Subaru terbilang kecil dibandingkan pabrikan Jepang lain semacam Toyota dan Honda. Ingat Suzuki Kizashi? Satu satunya Suzuki punya mid size sedan. Itu pun disuntik mati. Padahal bagus banget!!! Lihat reviewnya. Sampai sekarang mereka ngga punya model di mid size sedan, apalagi di flagship.",negatif,antilgbtq5 yup mazda suzuki dan subaru terbilang kecil dibandingkan pabrikan jepang lain semacam toyota dan honda ingat suzuki kizashi satu satunya suzuki punya mid size sedan itu pun disuntik mati padahal bagus banget lihat reviewnya sampai sekarang mereka ngga punya model di mid size sedan apalagi di flagship
501,"Tidak dipungkiri, culture korporasi Jepang itu korup banget
Beda 180 derajat dari kulture masyarakatnya",negatif,tidak dipungkiri culture korporasi jepang itu korup bangetbeda 180 derajat dari kulture masyarakatnya
502,Pasti kemahalan harganya,negatif,pasti kemahalan harganya
503,Masih mending beli Neta v ll,negatif,masih mending beli neta v ll
504,"Karena hal itu jg baru bisa membuat brand jepang ini lbh serius di pasar Indo,selama ini mereka anggap remeh mulu di Indonesia,dpt yg versi disunat semua nya",negatif,karena hal itu jg baru bisa membuat brand jepang ini lbh serius di pasar indoselama ini mereka anggap remeh mulu di indonesiadpt yg versi disunat semua nya
505, @MrAdhiSuryana  tiati bang diserang pemuja negara tersebut ....,negatif,mradhisuryana tiati bang diserang pemuja negara tersebut 
506,Jadi inget Nokia sama blackberry,netral,jadi inget nokia sama blackberry
507," @YakubNg  Fakta, kalau nggak toxic culture mana ada mantan perdana menteri sampai dibunuh warga sipil. Kecuali ada sesuatu yang disembunyikan",negatif,yakubng fakta kalau nggak toxic culture mana ada mantan perdana menteri sampai dibunuh warga sipil kecuali ada sesuatu yang disembunyikan
508,"Iya emang kalo ada ente mau beli? pabrikan jepang juga mikiran cost jual juga biar untung juga, jangan jauh-jauh liat cerry banyak mobil kotor lumutan didepan dealernya ga laku?",positif,iya emang kalo ada ente mau beli pabrikan jepang juga mikiran cost jual juga biar untung juga jangan jauhjauh liat cerry banyak mobil kotor lumutan didepan dealernya ga laku
509,"​ @MrAdhiSuryana  Tapi ente lupa, Jepang itu bukan negara kaya akan sumber daya alam, mereka butuh bahan baku dari china juga..",netral,mradhisuryana tapi ente lupa jepang itu bukan negara kaya akan sumber daya alam mereka butuh bahan baku dari china juga
510,"​ @AbdulLatif-m8x Ketika orang dari negara terbelakang pemuja prabowo gibran bilang ""Pasti kemahalan"" lo tau ga si brow2 jEpang jangan disamain sama ChiNa Tolol, mereka itu dari dulu negaranya miskin sumber daya alam, gak kaya china kaya akan sumber daya alam buat kendaraan, banyak jepang ngambil bahan baku dari china, dan sekarang regulasi dirubah sama china, dan jepang mahal juga modalnya, logika aja mana ada perusahaan ga untung demi menurut kemauan konsumen miskin minta mobil murah spek sultan... otak dipake sdm rendah",negatif,abdullatifm8xketika orang dari negara terbelakang pemuja prabowo gibran bilang pasti kemahalan lo tau ga si brow2 jepang jangan disamain sama china tolol mereka itu dari dulu negaranya miskin sumber daya alam gak kaya china kaya akan sumber daya alam buat kendaraan banyak jepang ngambil bahan baku dari china dan sekarang regulasi dirubah sama china dan jepang mahal juga modalnya logika aja mana ada perusahaan ga untung demi menurut kemauan konsumen miskin minta mobil murah spek sultan otak dipake sdm rendah
511,"Jika Suzuki siap membantai mobil China, maka siap turun harga seharga mobil China",positif,jika suzuki siap membantai mobil china maka siap turun harga seharga mobil china
512,"Ngeri mobilnya ,wah banget ,gak cocok di saya ,saya hanya tukang baso kelililng",positif,ngeri mobilnya wah banget gak cocok di saya saya hanya tukang baso kelililng
513,mobil konsep sijuki keren2 tp pas masuk produksi juelek😂🤣,negatif,mobil konsep sijuki keren2 tp pas masuk produksi juelek
514,"Intinya tunggu aja, beneran kaya gini apa engga 😂",positif,intinya tunggu aja beneran kaya gini apa engga 
515,Hahaha gak akan terealisasi😅,negatif,hahaha gak akan terealisasi
516,"Keren,manteeebbb,
Yg norak cuma Velgnya",positif,kerenmanteeebbbyg norak cuma velgnya
517,👍,positif,
518,sizuki mimpi aja lah. selama kiblatnya ke india,negatif,sizuki mimpi aja lah selama kiblatnya ke india
519,3:06,netral,306
520,Suzuki klo mobil nya laris dihadang ama salesnya dengan menaikan harga... TRAGEDI JIMNY,negatif,suzuki klo mobil nya laris dihadang ama salesnya dengan menaikan harga tragedi jimny
521,N...I...C....E.....!!!!!!!!!,positif,nice
522,Mobil suzuki ev konsep akan siap melibas mobil2 ev China yg sudah berulangkali diupgrade.?,positif,mobil suzuki ev konsep akan siap melibas mobil2 ev china yg sudah berulangkali diupgrade
523,hmm.,netral,hmm
524,"Suzuki itu klo mobil konsepnya cakep bner, tpi klo udh kluar biasanya selera prindavan 😭",positif,suzuki itu klo mobil konsepnya cakep bner tpi klo udh kluar biasanya selera prindavan 
525,Next tukar tambah sama xl 7,positif,next tukar tambah sama xl 7
526,Om bahas jetour x70 plus,netral,om bahas jetour x70 plus
527,"sayang masih konsep, mobil cina sdh banjir...",negatif,sayang masih konsep mobil cina sdh banjir
528,Ahh baru concept rilisnya jauh😂😂😂,negatif,ahh baru concept rilisnya jauh
529,Headunit nya ganggu pandangan banget seperti nya,negatif,headunit nya ganggu pandangan banget seperti nya
530,Kayaknya ini bukan bikinan Suzuki India deh..,positif,kayaknya ini bukan bikinan suzuki india deh
531,maklum indo pajaknya besar bang untuk unit import,netral,maklum indo pajaknya besar bang untuk unit import
532,iya karena pemerintah kita tau sendiri kan condong ke negara mana sekarang 😅,netral,iya karena pemerintah kita tau sendiri kan condong ke negara mana sekarang 
533,Harris Sarah Moore Maria Lopez John,netral,harris sarah moore maria lopez john
534,Good Product for Suzuki Mobil ....Saya penggiat mobil Suzuki...,positif,good product for suzuki mobil saya penggiat mobil suzuki
535,"Eksterior & interiornya keren banget....sangat futuristik,mudah2an tersedia warna ini juga,jangan item putih doang di produksi massal",positif,eksterior  interiornya keren bangetsangat futuristikmudah2an tersedia warna ini jugajangan item putih doang di produksi massal
536,Mobil konsep = php,negatif,mobil konsep  php
537,Kabarnya tahun depan Suzuki bakal luncurin mobil baru & di rakit di indo secara CKD!! Apakah ini?😮,netral,kabarnya tahun depan suzuki bakal luncurin mobil baru  di rakit di indo secara ckd apakah ini
538,Nanti udh jadi harganya di mark up sama salesnya jangan arepin yang banyak dari suzuki,negatif,nanti udh jadi harganya di mark up sama salesnya jangan arepin yang banyak dari suzuki
539,"Kedepannya pasti
CBU Suzuki Maruti INDIA
😂😂😂",negatif,kedepannya pasticbu suzuki maruti india
540,Mantaap otodriver,positif,mantaap otodriver
541,Keren,positif,keren
542,Review fronx bang,netral,review fronx bang
543,dan tidak untuk pasar Indonesia. wkwkwk,netral,dan tidak untuk pasar indonesia wkwkwk
544,"saya berikan apresiasi kepada mas adit, cara dan gaya menyampaikannya makin luwes, jelas, tidak ""serupa"" gaya mas fitra eri (atau itu memang templet di otodriver ya?🤔) lanjutkan dan jadi diri sendiri👍👍",positif,saya berikan apresiasi kepada mas adit cara dan gaya menyampaikannya makin luwes jelas tidak serupa gaya mas fitra eri atau itu memang templet di otodriver ya lanjutkan dan jadi diri sendiri
545,Berharap Fronx masuk,positif,berharap fronx masuk
546,Hybrid Suzuki aja masih yang jadi-jadian apalagi yang full ev? 11-12 sama Daihatsu yang doyan bikin concept doang 😂😂😂,negatif,hybrid suzuki aja masih yang jadijadian apalagi yang full ev 1112 sama daihatsu yang doyan bikin concept doang 
547,Mirip Mtsu XForce,netral,mirip mtsu xforce
548,"Kirain mau launching fronx, malah cma pamer mobil konsep 😅",negatif,kirain mau launching fronx malah cma pamer mobil konsep 
549,Nunggu Jimny EV 😅,netral,nunggu jimny ev 
550,produsen Jepang sepertinya kesulitan dalam hal batre,negatif,produsen jepang sepertinya kesulitan dalam hal batre
551,Rasanya gapercaya suzuki bisa design begini😂,negatif,rasanya gapercaya suzuki bisa design begini
552,Mirip XForce,netral,mirip xforce
553,Nah iya 😢 berharap Fronx yang pake mesin K15C masuk,positif,nah iya  berharap fronx yang pake mesin k15c masuk
554,Martin Frank Perez Robert Allen Lisa,netral,martin frank perez robert allen lisa
555,Lopez Steven Gonzalez Amy White Charles,netral,lopez steven gonzalez amy white charles
556,Brown Betty Brown Karen Hernandez Frank,netral,brown betty brown karen hernandez frank
557,Williams Carol Lewis Patricia Walker Ruth,netral,williams carol lewis patricia walker ruth
558,Martinez Sharon Lopez Jason Moore Jason,netral,martinez sharon lopez jason moore jason
559,Lewis Steven Rodriguez Daniel Williams Frank,netral,lewis steven rodriguez daniel williams frank
560,Walker Paul Davis Sharon Johnson Jose,negatif,walker paul davis sharon johnson jose
561,Harris Charles Clark Sarah Wilson Barbara,negatif,harris charles clark sarah wilson barbara
562,yg dijual di indo palingan disain india 😁,negatif,yg dijual di indo palingan disain india 
563,Produk India Hillsat 😂,negatif,produk india hillsat 
564,"Suzuki EV is the best candidat and cheapest EV in the world, especially LCGC EV version......is the best choice....",positif,suzuki ev is the best candidat and cheapest ev in the world especially lcgc ev versionis the best choice
565,"Kalau masuk Indonesia paling mau ngikut yg di jepang asli pasti mahal minta ampun.. 😂😂 nggak akan bisa bersaing sama brand china.. kalau, pajak barang mewah indo kagak ngotak.. 
Jadi jangan terlalu tinggi ekspetasinya kalau masih concept..",negatif,kalau masuk indonesia paling mau ngikut yg di jepang asli pasti mahal minta ampun  nggak akan bisa bersaing sama brand china kalau pajak barang mewah indo kagak ngotak jadi jangan terlalu tinggi ekspetasinya kalau masih concept
566,"Come On Suzuki, Merk2 lain udh pada jual mobil listrik,  ini kok masi konsep???😁😁😁",negatif,come on suzuki merk2 lain udh pada jual mobil listrik  ini kok masi konsep
567,mirip ferrari purosangue,positif,mirip ferrari purosangue
568,Kayaknya desainer yg dulu udah di pecat 😂,netral,kayaknya desainer yg dulu udah di pecat 
569,"Ayo dong tanya harga jimny lagi, penasaran msh mark up harga jimny gak nih? 😅",netral,ayo dong tanya harga jimny lagi penasaran msh mark up harga jimny gak nih 
570,"TIMESTAMP
0:00 - 8:15 MOCHAMMAD ARIQ ATILLAH",netral,timestamp000  815 mochammad ariq atillah
571,"Cina tanpa byk konsep""an...langsung menggebrak pasar Indonesia dg model"" yg futuristik",positif,cina tanpa byk konsepanlangsung menggebrak pasar indonesia dg model yg futuristik
572,Keren bgt yak 😮,positif,keren bgt yak 
573,Konsep2 eh keluarnya 2 tahun kemudian dengan fitur disunat😂,negatif,konsep2 eh keluarnya 2 tahun kemudian dengan fitur disunat
574,"Suzuki eVX tampil keren banget di GIIAS, kira-kira bakal diterusin engga ya desainnya ke versi produksi?",positif,suzuki evx tampil keren banget di giias kirakira bakal diterusin engga ya desainnya ke versi produksi
575,"suzuki conpet seperti ini
real life nanti vrindavan
😂",negatif,suzuki conpet seperti inireal life nanti vrindavan
576,berawal dari hybrid langsung di surprize ada mobil full listrik ajaa wkwk,positif,berawal dari hybrid langsung di surprize ada mobil full listrik ajaa wkwk
577,"kalo gue punya mobil ini kyknya ngantuk mulu dah bawaannya, karna keliatannya nyaman bgt 🤣",positif,kalo gue punya mobil ini kyknya ngantuk mulu dah bawaannya karna keliatannya nyaman bgt 
578,"anjayy, galak bener nih si evx, desainnya oke, fitur2nya gak kalah saing.",positif,anjayy galak bener nih si evx desainnya oke fitur2nya gak kalah saing
579,Keren mantab👍👍,positif,keren mantab
580,Apik ya...,positif,apik ya
581,Semoga harga di bawah 500jt😅,positif,semoga harga di bawah 500jt
582,Suzuki kebiasaan goreng gorengan…udah banyak orang ilfil…😂😢,negatif,suzuki kebiasaan goreng gorenganudah banyak orang ilfil
583,นกมอบผใทห,netral,
584,"yang penting harga ""bersahabat"" buat customer....",positif,yang penting harga bersahabat buat customer
585,Suzuki Fronx laah masukin indo,netral,suzuki fronx laah masukin indo
586,Biasanya Harganya  suzuki suka bersahabat,positif,biasanya harganya  suzuki suka bersahabat
587,ini kalau konsep car nya udah jadi ini mau jadi lawannya siapa coba komen di bawah👇😊,netral,ini kalau konsep car nya udah jadi ini mau jadi lawannya siapa coba komen di bawah
588,Tumben X ini Disain SUZUKI sdh bagus biasa disain2 lain pada umumnya jelek2 😂😂,positif,tumben x ini disain suzuki sdh bagus biasa disain2 lain pada umumnya jelek2 
589,Coba nanti pas launching di indonesia bisa jadi 7 seater. Pasti laris manis banget laku terjual,positif,coba nanti pas launching di indonesia bisa jadi 7 seater pasti laris manis banget laku terjual
590,Ga salah harga lagi kan nanti 🤭,netral,ga salah harga lagi kan nanti 
591,Mantaapp nihh suzukiii....awass ada yg Jiplaakkkk merek sebelaahhh...hixixixixiiiii,positif,mantaapp nihh suzukiiiawass ada yg jiplaakkkk merek sebelaahhhhixixixixiiiii
592,"Ayo2 jangan lupa, apapun videonya koruptor komennya. 👌👍 Lanjutkan & tingkatkan ketifakpedulian akan konteks & relevansi",netral,ayo2 jangan lupa apapun videonya koruptor komennya  lanjutkan  tingkatkan ketifakpedulian akan konteks  relevansi
593,Untuk mobil EV tetap produk CHINA yg terdepan...😊😊😊,negatif,untuk mobil ev tetap produk china yg terdepan
594,"Gak mungkin bro, Sehebat-hebatnya produk Jepang itu selalu KALAH di Harga dengan mobil China. Mari kita BUKTIkan kalau gak prcaya",negatif,gak mungkin bro sehebathebatnya produk jepang itu selalu kalah di harga dengan mobil china mari kita buktikan kalau gak prcaya
595,"suzuki grand vitara EV sajalah, sy mau beli, gak usah neko neko,,",positif,suzuki grand vitara ev sajalah sy mau beli gak usah neko neko
596,susuki yamaha honda sudah kerjasama dengan cina bang😂,netral,susuki yamaha honda sudah kerjasama dengan cina bang
597,Pasti harga nya mahal,negatif,pasti harga nya mahal
598,"merk ternama harus segera ambil langkah cepat sebelum konsumen terlanjur pindah k produk china,, klu sdh nyaman susah kembali ke idola lama,, buatkan produk unggu harga bersaing,,jangan terlalu percaya diri konsumen tetap setia,,klu ads yg murah berkwalitas ngapain beli yg mahal kwalitas neda tipis😁😁😁",positif,merk ternama harus segera ambil langkah cepat sebelum konsumen terlanjur pindah k produk china klu sdh nyaman susah kembali ke idola lama buatkan produk unggu harga bersaingjangan terlalu percaya diri konsumen tetap setiaklu ads yg murah berkwalitas ngapain beli yg mahal kwalitas neda tipis
599,Tertarik,positif,tertarik
600,Semoga harganya ramah di kantong,positif,semoga harganya ramah di kantong
601,Semoga  terrealisasi jadi Mobil Listrik Suzuki,positif,semoga  terrealisasi jadi mobil listrik suzuki
602,i never trust Japanese friend 😅😅,negatif,i never trust japanese friend 
603,Soal quality suzuki  jangan di tanya,positif,soal quality suzuki  jangan di tanya
604,Hajar pakai apa???,netral,hajar pakai apa
605,Cina mobil listrik makin didepan jauh meninggalkan pabrik otomotif dari jepang dan eropa itu kenyataannya.,netral,cina mobil listrik makin didepan jauh meninggalkan pabrik otomotif dari jepang dan eropa itu kenyataannya
606,"Batrai menyatu sama lantainya, nanti kalau mau ganti batrai gak bisa dong",netral,batrai menyatu sama lantainya nanti kalau mau ganti batrai gak bisa dong
607,"hehe yakin bisa kalahkan kefuturistikan mobil2 china sekarang, aku ragu sih karena yg saya tau japan car dari dulu hanya bisa konsep2 doang kaga ngejual mobil2nya yg futuristik palingan juga tungguin gen z punya anak dulu baru dijual, itupun toyota aja make platform teknologi nya byd. kita tunggu wae bakal kyk apa mobil japan kebanggan orang2 budiman ini bertindak sejauh apa",negatif,hehe yakin bisa kalahkan kefuturistikan mobil2 china sekarang aku ragu sih karena yg saya tau japan car dari dulu hanya bisa konsep2 doang kaga ngejual mobil2nya yg futuristik palingan juga tungguin gen z punya anak dulu baru dijual itupun toyota aja make platform teknologi nya byd kita tunggu wae bakal kyk apa mobil japan kebanggan orang2 budiman ini bertindak sejauh apa
608,"Waduhhh.. masih konsep.. batre aja paling2 beli dari BYD atau pabrikan China lainnya.. kalau toh harga bisa bantai mobil China justru lebih baik.... Nanti toh mobil China akan banting harga di bawah Suzuki lagi. Di negara jepang aja sdh banyak pabrik2 yg mati kalah saing dengan produk2 China. Lihat nanti, judul aja yg provokasi 😂😂😂",positif,waduhhh masih konsep batre aja paling2 beli dari byd atau pabrikan china lainnya kalau toh harga bisa bantai mobil china justru lebih baik nanti toh mobil china akan banting harga di bawah suzuki lagi di negara jepang aja sdh banyak pabrik2 yg mati kalah saing dengan produk2 china lihat nanti judul aja yg provokasi 
609,Lambat amat keburu pasarnya disikat mobil cina.. atau korea,negatif,lambat amat keburu pasarnya disikat mobil cina atau korea
610,Klo emg hrganya worth gw pasti pilih suzuki.,positif,klo emg hrganya worth gw pasti pilih suzuki
